time,wx (rad/s),wy (rad/s),wz (rad/s)
28.709,-0.57,0.61,5.16
28.711,-0.51,0.63,5.21
28.711,-0.45,0.65,5.25
28.715,-0.38,0.67,5.29
28.717,-0.32,0.68,5.34
28.721,-0.26,0.69,5.38
28.723,-0.2,0.7,5.43
28.724,-0.13,0.72,5.48
28.726,-0.06,0.73,5.53
28.73,-0.01,0.72,5.58
28.733,0.07,0.74,5.62
28.736,0.13,0.74,5.67
28.736,0.2,0.74,5.71
28.739,0.26,0.75,5.74
28.743,0.33,0.76,5.78
28.745,0.39,0.76,5.81
28.747,0.46,0.77,5.84
28.748,0.53,0.78,5.86
28.751,0.59,0.79,5.89
28.754,0.65,0.8,5.91
28.756,0.71,0.81,5.93
28.759,0.77,0.8,5.96
28.76,0.83,0.8,5.98
28.763,0.89,0.78,6
28.766,0.96,0.75,6.03
28.769,1.01,0.71,6.05
28.771,1.07,0.67,6.07
28.775,1.13,0.61,6.09
28.776,1.18,0.54,6.11
28.778,1.23,0.47,6.14
28.782,1.28,0.38,6.16
28.783,1.33,0.3,6.19
28.785,1.38,0.2,6.21
28.787,1.42,0.1,6.23
28.793,1.46,-0.01,6.26
28.793,1.5,-0.12,6.28
28.798,1.54,-0.23,6.3
28.798,1.58,-0.34,6.32
28.799,1.61,-0.44,6.34
28.801,1.65,-0.54,6.35
28.804,1.69,-0.62,6.36
28.841,1.72,-0.7,6.37
28.842,1.75,-0.76,6.37
28.842,1.78,-0.81,6.37
28.843,1.81,-0.84,6.37
28.843,1.84,-0.86,6.35
28.843,1.86,-0.86,6.34
28.843,1.89,-0.85,6.32
28.843,1.92,-0.82,6.29
28.844,1.95,-0.78,6.27
28.844,1.97,-0.74,6.24
28.844,2,-0.68,6.22
28.845,2.03,-0.63,6.18
28.845,2.05,-0.59,6.15
28.845,2.07,-0.55,6.12
28.845,2.09,-0.5,6.09
28.846,2.1,-0.45,6.06
28.846,2.12,-0.4,6.03
28.846,2.11,-0.34,6
28.85,2.09,-0.27,5.95
28.853,2.05,-0.19,5.91
28.855,1.99,-0.09,5.85
28.858,1.91,0.04,5.78
28.861,1.83,0.18,5.71
28.861,1.75,0.34,5.62
28.865,1.66,0.5,5.54
28.869,1.56,0.66,5.44
28.869,1.47,0.8,5.34
28.871,1.38,0.93,5.23
28.874,1.3,1.03,5.11
28.877,1.22,1.12,4.99
28.88,1.14,1.18,4.86
28.881,1.07,1.21,4.72
28.883,1.01,1.22,4.56
28.886,0.96,1.21,4.38
28.893,0.91,1.2,4.19
28.893,0.88,1.18,3.97
28.893,0.84,1.16,3.73
28.895,0.82,1.16,3.46
28.898,0.79,1.15,3.17
28.902,0.77,1.17,2.84
28.904,0.76,1.19,2.5
28.904,0.76,1.21,2.12
28.907,0.76,1.25,1.73
28.91,0.77,1.28,1.31
28.914,0.79,1.33,0.88
28.916,0.81,1.38,0.45
28.916,0.83,1.46,0.02
28.919,0.83,1.54,-0.41
28.923,0.82,1.65,-0.8
28.928,0.79,1.75,-1.17
28.929,0.74,1.84,-1.51
28.929,0.67,1.92,-1.8
28.932,0.59,1.98,-2.06
28.935,0.51,2.04,-2.28
28.938,0.43,2.08,-2.46
28.943,0.36,2.11,-2.6
28.944,0.29,2.14,-2.71
28.944,0.23,2.17,-2.79
28.946,0.18,2.19,-2.84
28.949,0.15,2.22,-2.86
28.951,0.12,2.25,-2.86
28.953,0.1,2.27,-2.83
28.955,0.08,2.29,-2.79
28.98,0.05,2.31,-2.73
28.98,0.04,2.34,-2.66
28.98,0.01,2.36,-2.57
28.98,-0.04,2.39,-2.48
28.981,-0.1,2.43,-2.38
28.981,-0.2,2.49,-2.28
28.981,-0.33,2.59,-2.15
28.981,-0.47,2.74,-1.99
28.981,-0.6,2.95,-1.76
28.981,-0.7,3.24,-1.47
28.982,-0.71,3.61,-1.11
28.985,-0.66,4.01,-0.72
28.988,-0.56,4.35,-0.36
28.988,-0.44,4.52,-0.12
28.991,-0.28,4.47,-0.03
28.993,-0.09,4.25,-0.08
28.997,0.1,3.91,-0.24
28.999,0.26,3.53,-0.47
29.002,0.36,3.15,-0.75
29.003,0.37,2.8,-1.04
29.007,0.28,2.48,-1.33
29.009,0.13,2.2,-1.62
29.011,-0.05,1.92,-1.88
29.013,-0.25,1.62,-2.14
29.016,-0.43,1.28,-2.39
29.018,-0.6,0.89,-2.62
29.022,-0.74,0.48,-2.82
29.024,-0.88,0.05,-2.99
29.025,-1.01,-0.38,-3.12
29.028,-1.12,-0.8,-3.21
29.03,-1.23,-1.22,-3.26
29.034,-1.31,-1.62,-3.28
29.036,-1.37,-1.98,-3.27
29.038,-1.4,-2.3,-3.24
29.041,-1.38,-2.56,-3.21
29.042,-1.33,-2.76,-3.17
29.046,-1.25,-2.92,-3.14
29.048,-1.14,-3.04,-3.1
29.048,-1.02,-3.14,-3.07
29.052,-0.89,-3.22,-3.06
29.054,-0.77,-3.29,-3.06
29.058,-0.67,-3.36,-3.07
29.062,-0.57,-3.4,-3.09
29.062,-0.5,-3.42,-3.13
29.064,-0.43,-3.4,-3.17
29.067,-0.38,-3.33,-3.21
29.07,-0.35,-3.22,-3.23
29.072,-0.32,-3.07,-3.23
29.073,-0.3,-2.89,-3.21
29.079,-0.28,-2.69,-3.17
29.081,-0.28,-2.46,-3.09
29.081,-0.27,-2.23,-2.99
29.083,-0.27,-1.99,-2.86
29.085,-0.27,-1.75,-2.71
29.087,-0.27,-1.52,-2.54
29.106,-0.28,-1.3,-2.36
29.107,-0.3,-1.08,-2.17
29.107,-0.33,-0.87,-1.97
29.107,-0.38,-0.67,-1.77
29.108,-0.44,-0.47,-1.56
29.108,-0.52,-0.26,-1.36
29.108,-0.61,-0.04,-1.16
29.108,-0.71,0.21,-1
29.108,-0.81,0.46,-0.85
29.111,-0.89,0.7,-0.72
29.114,-0.97,0.94,-0.61
29.118,-1.04,1.17,-0.52
29.12,-1.09,1.38,-0.44
29.121,-1.13,1.58,-0.38
29.124,-1.15,1.75,-0.32
29.127,-1.16,1.9,-0.28
29.129,-1.16,2.02,-0.25
29.132,-1.14,2.12,-0.23
29.133,-1.11,2.19,-0.21
29.136,-1.06,2.24,-0.21
29.139,-1,2.26,-0.22
29.141,-0.93,2.25,-0.23
29.144,-0.86,2.2,-0.25
29.145,-0.79,2.12,-0.28
29.148,-0.72,1.99,-0.31
29.151,-0.65,1.82,-0.35
29.154,-0.59,1.62,-0.39
29.155,-0.54,1.4,-0.44
29.161,-0.5,1.16,-0.48
29.161,-0.48,0.93,-0.52
29.165,-0.48,0.71,-0.55
29.166,-0.5,0.51,-0.58
29.167,-0.52,0.33,-0.6
29.171,-0.56,0.17,-0.62
29.172,-0.59,0.04,-0.65
29.187,-0.61,-0.06,-0.68
29.188,-0.64,-0.14,-0.7
29.188,-0.65,-0.19,-0.73
29.188,-0.65,-0.23,-0.77
29.188,-0.65,-0.26,-0.8
29.188,-0.63,-0.29,-0.82
29.189,-0.61,-0.3,-0.84
29.191,-0.59,-0.31,-0.85
29.193,-0.57,-0.31,-0.86
29.196,-0.55,-0.3,-0.86
29.198,-0.52,-0.28,-0.85
29.202,-0.5,-0.26,-0.84
29.204,-0.49,-0.23,-0.82
29.206,-0.48,-0.2,-0.79
29.208,-0.47,-0.16,-0.76
29.211,-0.47,-0.11,-0.72
29.215,-0.48,-0.05,-0.68
29.216,-0.48,0.01,-0.64
29.218,-0.49,0.09,-0.6
29.22,-0.5,0.17,-0.56
29.224,-0.5,0.25,-0.51
29.226,-0.5,0.34,-0.47
29.228,-0.49,0.43,-0.43
29.23,-0.48,0.52,-0.39
29.233,-0.46,0.6,-0.35
29.235,-0.44,0.67,-0.31
29.238,-0.41,0.74,-0.27
29.241,-0.39,0.81,-0.23
29.241,-0.36,0.86,-0.2
29.245,-0.34,0.91,-0.16
29.248,-0.33,0.94,-0.12
29.25,-0.31,0.95,-0.09
29.253,-0.3,0.96,-0.06
29.255,-0.29,0.96,-0.03
29.257,-0.29,0.96,-0.01
29.259,-0.29,0.95,0.02
29.263,-0.29,0.93,0.03
29.264,-0.29,0.92,0.05
29.266,-0.29,0.89,0.05
29.269,-0.29,0.86,0.05
29.272,-0.29,0.83,0.05
29.276,-0.29,0.8,0.04
29.276,-0.3,0.76,0.02
29.279,-0.3,0.73,0
29.28,-0.31,0.69,-0.02
29.285,-0.31,0.65,-0.04
29.286,-0.31,0.62,-0.06
29.287,-0.32,0.58,-0.08
29.296,-0.32,0.54,-0.1
29.297,-0.32,0.51,-0.12
29.297,-0.31,0.48,-0.14
29.298,-0.31,0.45,-0.15
29.3,-0.32,0.43,-0.17
29.301,-0.32,0.41,-0.18
29.303,-0.32,0.4,-0.19
29.332,-0.33,0.39,-0.19
29.333,-0.33,0.4,-0.2
29.334,-0.33,0.4,-0.2
29.334,-0.34,0.41,-0.2
29.334,-0.33,0.44,-0.2
29.334,-0.34,0.46,-0.2
29.334,-0.33,0.48,-0.19
29.335,-0.33,0.51,-0.19
29.335,-0.34,0.54,-0.18
29.335,-0.34,0.56,-0.17
29.335,-0.34,0.6,-0.16
29.335,-0.36,0.63,-0.15
29.335,-0.36,0.66,-0.13
29.338,-0.37,0.7,-0.12
29.343,-0.37,0.73,-0.11
29.343,-0.37,0.77,-0.1
29.346,-0.38,0.8,-0.09
29.348,-0.38,0.83,-0.08
29.35,-0.37,0.85,-0.07
29.353,-0.37,0.86,-0.06
29.356,-0.36,0.88,-0.06
29.358,-0.35,0.91,-0.05
29.361,-0.34,0.93,-0.05
29.362,-0.33,0.96,-0.06
29.365,-0.33,0.99,-0.06
29.369,-0.33,1.02,-0.07
29.372,-0.33,1.06,-0.07
29.372,-0.33,1.09,-0.07
29.376,-0.33,1.13,-0.07
29.376,-0.34,1.16,-0.07
29.381,-0.33,1.19,-0.07
29.383,-0.34,1.21,-0.07
29.384,-0.34,1.23,-0.06
29.386,-0.34,1.24,-0.06
29.393,-0.34,1.25,-0.05
29.394,-0.34,1.25,-0.05
29.394,-0.34,1.25,-0.04
29.396,-0.33,1.24,-0.04
29.398,-0.33,1.23,-0.04
29.4,-0.32,1.22,-0.04
29.404,-0.31,1.2,-0.05
29.433,-0.31,1.19,-0.05
29.434,-0.31,1.17,-0.06
29.434,-0.31,1.15,-0.07
29.434,-0.31,1.12,-0.09
29.435,-0.31,1.09,-0.1
29.435,-0.32,1.07,-0.12
29.435,-0.33,1.04,-0.13
29.435,-0.33,1.02,-0.15
29.435,-0.34,0.99,-0.17
29.435,-0.35,0.98,-0.18
29.435,-0.36,0.96,-0.2
29.435,-0.37,0.95,-0.22
29.436,-0.38,0.93,-0.24
29.436,-0.39,0.92,-0.26
29.443,-0.4,0.91,-0.29
29.443,-0.41,0.9,-0.31
29.443,-0.43,0.89,-0.34
29.446,-0.44,0.88,-0.37
29.448,-0.45,0.88,-0.4
29.453,-0.46,0.87,-0.43
29.455,-0.47,0.86,-0.46
29.456,-0.48,0.85,-0.5
29.459,-0.49,0.84,-0.53
29.46,-0.5,0.83,-0.56
29.465,-0.51,0.82,-0.6
29.468,-0.52,0.81,-0.63
29.468,-0.53,0.78,-0.67
29.471,-0.54,0.76,-0.72
29.475,-0.55,0.74,-0.76
29.477,-0.55,0.72,-0.81
29.479,-0.55,0.69,-0.85
29.48,-0.55,0.66,-0.9
29.484,-0.54,0.63,-0.95
29.485,-0.54,0.6,-1
29.489,-0.52,0.58,-1.05
29.495,-0.51,0.56,-1.1
29.496,-0.5,0.54,-1.15
29.496,-0.49,0.53,-1.19
29.497,-0.48,0.52,-1.23
29.5,-0.48,0.52,-1.26
29.503,-0.48,0.52,-1.29
29.504,-0.49,0.52,-1.32
29.537,-0.49,0.53,-1.34
29.538,-0.49,0.53,-1.37
29.538,-0.49,0.54,-1.38
29.539,-0.49,0.55,-1.4
29.539,-0.48,0.57,-1.41
29.539,-0.48,0.58,-1.43
29.539,-0.48,0.59,-1.44
29.539,-0.48,0.61,-1.44
29.54,-0.48,0.61,-1.46
29.54,-0.48,0.62,-1.47
29.54,-0.48,0.62,-1.48
29.54,-0.49,0.62,-1.49
29.54,-0.49,0.62,-1.51
29.54,-0.49,0.62,-1.52
29.542,-0.5,0.62,-1.54
29.542,-0.51,0.61,-1.56
29.544,-0.51,0.6,-1.58
29.549,-0.52,0.6,-1.6
29.551,-0.52,0.58,-1.63
29.552,-0.52,0.56,-1.66
29.555,-0.52,0.53,-1.7
29.557,-0.52,0.5,-1.73
29.562,-0.52,0.46,-1.76
29.564,-0.51,0.43,-1.79
29.564,-0.51,0.4,-1.81
29.567,-0.52,0.38,-1.84
29.569,-0.52,0.36,-1.86
29.572,-0.52,0.34,-1.89
29.576,-0.52,0.32,-1.92
29.576,-0.52,0.29,-1.94
29.579,-0.52,0.27,-1.97
29.582,-0.52,0.24,-1.99
29.585,-0.52,0.23,-2.02
29.587,-0.52,0.22,-2.04
29.59,-0.52,0.21,-2.07
29.591,-0.52,0.21,-2.09
29.593,-0.53,0.21,-2.11
29.598,-0.52,0.21,-2.13
29.599,-0.52,0.22,-2.15
29.601,-0.51,0.22,-2.16
29.603,-0.51,0.24,-2.17
29.606,-0.52,0.25,-2.17
29.611,-0.52,0.27,-2.17
29.611,-0.53,0.29,-2.18
29.612,-0.55,0.31,-2.17
29.615,-0.56,0.34,-2.17
29.618,-0.58,0.37,-2.17
29.62,-0.6,0.41,-2.17
29.653,-0.61,0.45,-2.17
29.654,-0.61,0.49,-2.17
29.654,-0.61,0.54,-2.16
29.654,-0.61,0.59,-2.17
29.655,-0.61,0.62,-2.17
29.655,-0.61,0.62,-2.17
29.655,-0.61,0.6,-2.18
29.655,-0.6,0.58,-2.17
29.655,-0.57,0.56,-2.16
29.655,-0.53,0.55,-2.14
29.656,-0.48,0.54,-2.12
29.656,-0.42,0.55,-2.11
29.656,-0.36,0.56,-2.1
29.657,-0.32,0.57,-2.11
29.657,-0.31,0.6,-2.13
29.659,-0.33,0.66,-2.16
29.661,-0.37,0.76,-2.18
29.662,-0.43,0.9,-2.2
29.665,-0.5,1.06,-2.22
29.669,-0.58,1.25,-2.23
29.672,-0.64,1.43,-2.24
29.675,-0.69,1.6,-2.24
29.675,-0.71,1.77,-2.25
29.677,-0.71,1.92,-2.26
29.682,-0.69,2.05,-2.27
29.682,-0.65,2.19,-2.27
29.685,-0.62,2.31,-2.27
29.688,-0.57,2.45,-2.27
29.69,-0.52,2.6,-2.27
29.693,-0.47,2.76,-2.27
29.697,-0.42,2.92,-2.28
29.697,-0.38,3.09,-2.29
29.7,-0.35,3.24,-2.31
29.702,-0.35,3.36,-2.34
29.705,-0.37,3.45,-2.39
29.708,-0.39,3.51,-2.45
29.71,-0.45,3.52,-2.52
29.711,-0.54,3.48,-2.6
29.714,-0.64,3.39,-2.67
29.718,-0.76,3.28,-2.75
29.72,-0.9,3.14,-2.83
29.722,-1.04,2.98,-2.89
29.727,-1.17,2.83,-2.93
29.728,-1.3,2.69,-2.95
29.733,-1.4,2.55,-2.93
29.733,-1.48,2.43,-2.89
29.733,-1.52,2.32,-2.83
29.735,-1.54,2.22,-2.75
29.738,-1.52,2.16,-2.65
29.76,-1.48,2.11,-2.53
29.761,-1.41,2.08,-2.41
29.761,-1.33,2.07,-2.28
29.761,-1.23,2.09,-2.16
29.761,-1.13,2.14,-2.04
29.761,-1.03,2.2,-1.94
29.762,-0.95,2.26,-1.86
29.762,-0.88,2.32,-1.81
29.762,-0.84,2.34,-1.78
29.762,-0.81,2.35,-1.77
29.765,-0.79,2.35,-1.79
29.767,-0.78,2.32,-1.82
29.769,-0.79,2.27,-1.87
29.772,-0.81,2.18,-1.93
29.775,-0.87,2.05,-2.01
29.778,-0.95,1.9,-2.1
29.78,-1.05,1.74,-2.18
29.781,-1.17,1.58,-2.26
29.783,-1.3,1.44,-2.32
29.785,-1.41,1.34,-2.37
29.791,-1.52,1.3,-2.38
29.793,-1.61,1.3,-2.37
29.794,-1.69,1.35,-2.34
29.796,-1.74,1.42,-2.28
29.797,-1.77,1.53,-2.18
29.802,-1.76,1.67,-2.06
29.802,-1.73,1.81,-1.9
29.805,-1.66,1.95,-1.7
29.808,-1.57,2.08,-1.49
29.811,-1.46,2.2,-1.25
29.814,-1.34,2.3,-0.99
29.817,-1.2,2.39,-0.72
29.817,-1.05,2.45,-0.44
29.821,-0.91,2.51,-0.15
29.828,-0.76,2.57,0.15
29.829,-0.63,2.63,0.44
29.829,-0.51,2.71,0.71
29.829,-0.41,2.77,0.97
29.833,-0.32,2.81,1.22
29.834,-0.26,2.86,1.43
29.838,-0.22,2.93,1.6
29.859,-0.21,3.02,1.75
29.861,-0.22,3.11,1.87
29.861,-0.25,3.21,1.97
29.862,-0.29,3.31,2.05
29.862,-0.35,3.42,2.12
29.863,-0.42,3.52,2.18
29.864,-0.49,3.61,2.22
29.864,-0.57,3.7,2.26
29.865,-0.63,3.76,2.29
29.865,-0.69,3.82,2.32
29.866,-0.73,3.85,2.36
29.866,-0.77,3.86,2.39
29.867,-0.79,3.84,2.43
29.87,-0.81,3.81,2.47
29.875,-0.82,3.75,2.52
29.875,-0.82,3.68,2.57
29.879,-0.81,3.59,2.63
29.88,-0.79,3.48,2.69
29.882,-0.77,3.35,2.76
29.886,-0.74,3.22,2.83
29.891,-0.71,3.06,2.9
29.892,-0.67,2.9,2.98
29.892,-0.63,2.74,3.06
29.894,-0.59,2.56,3.14
29.898,-0.55,2.38,3.22
29.9,-0.51,2.2,3.3
29.902,-0.49,2.01,3.38
29.904,-0.46,1.82,3.46
29.907,-0.44,1.63,3.53
29.91,-0.42,1.45,3.61
29.911,-0.41,1.27,3.68
29.914,-0.41,1.09,3.76
29.916,-0.41,0.9,3.83
29.918,-0.41,0.72,3.9
29.922,-0.43,0.53,3.96
29.925,-0.44,0.33,4.03
29.927,-0.45,0.14,4.09
29.928,-0.47,-0.04,4.16
29.931,-0.48,-0.21,4.23
29.934,-0.49,-0.38,4.3
29.936,-0.49,-0.53,4.38
29.937,-0.49,-0.68,4.46
29.94,-0.48,-0.82,4.54
29.944,-0.47,-0.95,4.62
29.947,-0.45,-1.09,4.71
29.949,-0.42,-1.22,4.79
29.949,-0.39,-1.34,4.87
29.952,-0.36,-1.47,4.94
29.955,-0.32,-1.59,5.01
29.959,-0.28,-1.7,5.08
29.96,-0.24,-1.8,5.15
29.961,-0.2,-1.89,5.21
29.964,-0.16,-1.97,5.26
29.966,-0.12,-2.03,5.3
29.97,-0.08,-2.08,5.35
29.973,-0.04,-2.11,5.38
29.973,0,-2.14,5.42
29.995,0.04,-2.16,5.45
29.996,0.08,-2.16,5.47
29.996,0.12,-2.16,5.5
29.996,0.16,-2.16,5.52
29.996,0.21,-2.15,5.55
29.996,0.26,-2.14,5.58
29.997,0.3,-2.13,5.61
29.997,0.35,-2.1,5.64
29.997,0.4,-2.08,5.67
29.997,0.46,-2.06,5.71
30,0.51,-2.04,5.75
30.003,0.55,-2.02,5.78
30.008,0.6,-2,5.82
30.009,0.64,-1.99,5.87
30.009,0.69,-1.97,5.91
30.011,0.73,-1.94,5.95
30.014,0.76,-1.91,6
30.019,0.79,-1.86,6.05
30.019,0.82,-1.81,6.1
30.022,0.84,-1.75,6.14
30.024,0.86,-1.68,6.19
30.027,0.89,-1.6,6.23
30.03,0.9,-1.53,6.27
30.032,0.92,-1.45,6.31
30.033,0.94,-1.36,6.35
30.037,0.95,-1.29,6.39
30.039,0.97,-1.2,6.43
30.042,0.98,-1.13,6.48
30.043,1,-1.05,6.52
30.045,1.02,-0.98,6.57
30.048,1.04,-0.92,6.62
30.05,1.06,-0.86,6.68
30.054,1.09,-0.81,6.73
30.056,1.12,-0.76,6.79
30.06,1.15,-0.72,6.85
30.061,1.18,-0.7,6.92
30.062,1.21,-0.69,6.98
30.066,1.24,-0.7,7.04
30.068,1.27,-0.74,7.09
30.069,1.29,-0.8,7.14
30.072,1.31,-0.88,7.18
30.074,1.33,-0.99,7.21
30.078,1.34,-1.13,7.24
30.081,1.36,-1.29,7.25
30.082,1.37,-1.47,7.26
30.084,1.37,-1.66,7.25
30.087,1.37,-1.88,7.24
30.09,1.35,-2.1,7.21
30.092,1.34,-2.33,7.17
30.093,1.32,-2.56,7.11
30.096,1.29,-2.77,7.04
30.1,1.27,-2.96,6.94
30.103,1.24,-3.12,6.83
30.105,1.22,-3.25,6.7
30.11,1.2,-3.35,6.55
30.111,1.17,-3.42,6.39
30.111,1.14,-3.45,6.21
30.114,1.11,-3.44,6.02
30.116,1.06,-3.41,5.82
30.119,1.01,-3.33,5.62
30.12,0.95,-3.21,5.4
30.14,0.88,-3.06,5.16
30.141,0.8,-2.88,4.92
30.142,0.71,-2.69,4.65
30.142,0.61,-2.47,4.38
30.142,0.51,-2.25,4.09
30.142,0.4,-2.01,3.78
30.142,0.29,-1.76,3.46
30.143,0.19,-1.51,3.13
30.143,0.1,-1.26,2.78
30.145,0.03,-1,2.42
30.148,-0.02,-0.76,2.05
30.151,-0.05,-0.54,1.68
30.153,-0.06,-0.36,1.3
30.154,-0.05,-0.22,0.92
30.156,-0.03,-0.14,0.56
30.158,-0.01,-0.11,0.21
30.162,0.02,-0.13,-0.11
30.165,0.05,-0.18,-0.4
30.165,0.08,-0.23,-0.65
30.169,0.09,-0.3,-0.86
30.171,0.07,-0.37,-1.06
30.174,0.03,-0.44,-1.24
30.176,-0.04,-0.52,-1.42
30.177,-0.15,-0.6,-1.59
30.18,-0.28,-0.67,-1.77
30.182,-0.44,-0.74,-1.95
30.186,-0.61,-0.81,-2.13
30.188,-0.77,-0.88,-2.32
30.19,-0.92,-0.94,-2.51
30.192,-1.05,-1,-2.69
30.195,-1.14,-1.07,-2.86
30.199,-1.19,-1.12,-3.02
30.201,-1.22,-1.18,-3.16
30.202,-1.22,-1.24,-3.29
30.204,-1.19,-1.29,-3.4
30.207,-1.15,-1.34,-3.49
30.211,-1.09,-1.38,-3.56
30.213,-1.03,-1.4,-3.62
30.215,-0.96,-1.42,-3.66
30.217,-0.89,-1.44,-3.69
30.22,-0.83,-1.44,-3.71
30.225,-0.78,-1.42,-3.71
30.225,-0.75,-1.4,-3.7
30.226,-0.74,-1.35,-3.68
30.229,-0.74,-1.3,-3.65
30.231,-0.77,-1.24,-3.61
30.235,-0.81,-1.16,-3.57
30.236,-0.87,-1.06,-3.51
30.245,-0.93,-0.94,-3.45
30.245,-0.98,-0.79,-3.36
30.246,-1,-0.59,-3.23
30.247,-0.99,-0.35,-3.04
30.248,-0.94,-0.04,-2.77
30.249,-0.85,0.38,-2.38
30.252,-0.62,1.01,-1.82
30.254,-0.21,1.92,-1.06
30.28,0.25,2.95,-0.14
30.281,0.65,3.8,0.81
30.281,0.87,4.13,1.58
30.281,1,3.83,2.04
30.282,1.1,3.08,2.17
30.282,1.16,2.07,2.04
30.282,1.08,1.05,1.71
30.282,0.73,0.22,1.21
30.282,0.13,-0.31,0.57
30.283,-0.55,-0.63,-0.12
30.283,-1.08,-0.88,-0.77
30.285,-1.48,-1.08,-1.38
30.286,-1.8,-1.26,-1.98
30.288,-2.08,-1.46,-2.57
30.291,-2.33,-1.7,-3.13
30.294,-2.52,-1.93,-3.64
30.296,-2.64,-2.11,-4.04
30.298,-2.69,-2.18,-4.31
30.3,-2.66,-2.12,-4.44
30.303,-2.56,-1.96,-4.44
30.307,-2.4,-1.75,-4.33
30.309,-2.2,-1.57,-4.16
30.312,-1.96,-1.46,-3.95
30.313,-1.69,-1.48,-3.75
30.316,-1.42,-1.62,-3.58
30.319,-1.14,-1.86,-3.47
30.322,-0.88,-2.17,-3.41
30.324,-0.64,-2.49,-3.39
30.324,-0.44,-2.8,-3.39
30.327,-0.29,-3.06,-3.39
30.331,-0.19,-3.24,-3.36
30.333,-0.15,-3.32,-3.29
30.335,-0.16,-3.3,-3.18
30.337,-0.22,-3.19,-3.04
30.34,-0.31,-3,-2.86
30.343,-0.4,-2.75,-2.67
30.345,-0.51,-2.47,-2.46
30.347,-0.6,-2.18,-2.27
30.35,-0.69,-1.88,-2.08
30.352,-0.77,-1.6,-1.91
30.358,-0.84,-1.33,-1.77
30.358,-0.9,-1.07,-1.64
30.359,-0.96,-0.81,-1.53
30.361,-1.01,-0.54,-1.45
30.364,-1.06,-0.26,-1.37
30.367,-1.11,0.04,-1.32
30.37,-1.15,0.32,-1.27
30.372,-1.19,0.59,-1.23
30.375,-1.21,0.83,-1.18
30.376,-1.23,1.04,-1.12
30.379,-1.25,1.21,-1.05
30.381,-1.27,1.34,-0.98
30.383,-1.29,1.44,-0.89
30.384,-1.32,1.49,-0.8
30.387,-1.34,1.54,-0.71
30.395,-1.36,1.56,-0.61
30.396,-1.38,1.57,-0.52
30.396,-1.4,1.58,-0.44
30.397,-1.4,1.58,-0.37
30.4,-1.39,1.59,-0.31
30.402,-1.38,1.6,-0.26
30.44,-1.34,1.59,-0.24
30.441,-1.3,1.59,-0.23
30.441,-1.24,1.56,-0.23
30.441,-1.16,1.5,-0.24
30.441,-1.07,1.41,-0.26
30.441,-0.97,1.28,-0.29
30.442,-0.87,1.12,-0.31
30.442,-0.76,0.94,-0.34
30.442,-0.67,0.75,-0.35
30.442,-0.59,0.56,-0.36
30.443,-0.53,0.39,-0.37
30.443,-0.48,0.23,-0.38
30.443,-0.46,0.09,-0.39
30.443,-0.45,-0.03,-0.41
30.443,-0.45,-0.14,-0.44
30.443,-0.46,-0.23,-0.48
30.444,-0.47,-0.31,-0.53
30.444,-0.48,-0.37,-0.6
30.448,-0.49,-0.4,-0.67
30.451,-0.51,-0.42,-0.74
30.453,-0.53,-0.42,-0.8
30.455,-0.54,-0.39,-0.86
30.456,-0.56,-0.35,-0.91
30.459,-0.58,-0.3,-0.94
30.462,-0.6,-0.23,-0.96
30.465,-0.61,-0.16,-0.97
30.468,-0.62,-0.1,-0.96
30.469,-0.62,-0.03,-0.95
30.472,-0.62,0.03,-0.93
30.475,-0.62,0.08,-0.91
30.479,-0.61,0.12,-0.88
30.48,-0.6,0.15,-0.83
30.481,-0.6,0.16,-0.79
30.485,-0.6,0.17,-0.73
30.488,-0.59,0.18,-0.67
30.49,-0.58,0.19,-0.61
30.491,-0.58,0.2,-0.54
30.493,-0.58,0.22,-0.48
30.496,-0.58,0.26,-0.42
30.5,-0.57,0.3,-0.37
30.502,-0.57,0.34,-0.33
30.505,-0.57,0.4,-0.3
30.51,-0.56,0.46,-0.28
30.51,-0.56,0.52,-0.26
30.512,-0.56,0.57,-0.25
30.513,-0.56,0.61,-0.25
30.515,-0.55,0.65,-0.24
30.517,-0.55,0.67,-0.24
30.52,-0.53,0.67,-0.23
30.554,-0.52,0.67,-0.23
30.555,-0.5,0.65,-0.23
30.556,-0.48,0.63,-0.22
30.556,-0.46,0.6,-0.22
30.556,-0.44,0.57,-0.22
30.556,-0.42,0.54,-0.23
30.556,-0.41,0.5,-0.23
30.557,-0.4,0.47,-0.23
30.557,-0.4,0.44,-0.23
30.557,-0.4,0.43,-0.24
30.557,-0.4,0.41,-0.24
30.558,-0.4,0.4,-0.24
30.558,-0.42,0.39,-0.24
30.559,-0.43,0.39,-0.24
30.559,-0.45,0.39,-0.24
30.56,-0.46,0.39,-0.24
30.563,-0.47,0.4,-0.24
30.563,-0.48,0.41,-0.24
30.565,-0.49,0.41,-0.23
30.568,-0.49,0.43,-0.23
30.572,-0.49,0.45,-0.23
30.575,-0.48,0.48,-0.23
30.576,-0.49,0.5,-0.23
30.577,-0.48,0.52,-0.24
30.581,-0.48,0.55,-0.24
30.584,-0.48,0.57,-0.24
30.585,-0.49,0.58,-0.24
30.588,-0.49,0.58,-0.24
30.591,-0.49,0.57,-0.23
30.593,-0.49,0.53,-0.2
30.596,-0.49,0.47,-0.18
30.598,-0.48,0.42,-0.16
30.601,-0.47,0.38,-0.13
